x_axis,channel_2,4
-4.980469,0.028132,+4.646435E+00
-4.976563,0.027755,+4.646435E+00
-4.972656,0.027755,+4.646435E+00
-4.96875,0.028006,+4.646435E+00
-4.964844,0.028006,+4.646435E+00
-4.960938,0.027755,+4.646435E+00
-4.957031,0.027504,+4.646435E+00
-4.953125,0.027378,+4.646435E+00
-4.949219,0.02763,+4.646435E+00
-4.945313,0.027755,+4.646435E+00
-4.941406,0.02763,+4.646435E+00
-4.9375,0.027253,+4.646435E+00
-4.933594,0.026876,+4.646435E+00
-4.929688,0.027001,+4.646435E+00
-4.925781,0.027253,+4.646435E+00
-4.921875,0.027253,+4.646435E+00
-4.917969,0.026876,+4.646435E+00
-4.914063,0.026625,+4.646435E+00
-4.910156,0.027127,+4.646435E+00
-4.90625,0.027504,+4.646435E+00
-4.902344,0.027127,+4.646435E+00
-4.898438,0.026876,+4.646435E+00
-4.894531,0.026373,+4.646435E+00
-4.890625,0.026248,+4.646435E+00
-4.886719,0.026625,+4.646435E+00
-4.882813,0.026499,+4.646435E+00
-4.878906,0.025996,+4.646435E+00
-4.875,0.025745,+4.646435E+00
-4.871094,0.025745,+4.646435E+00
-4.867188,0.025871,+4.646435E+00
-4.863281,0.026122,+4.646435E+00
-4.859375,0.025871,+4.633873E+00
-4.855469,0.025871,+4.646435E+00
-4.851563,0.025368,+4.646435E+00
-4.847656,0.024991,+4.646435E+00
-4.84375,0.024614,+4.646435E+00
-4.839844,0.024489,+4.646435E+00
-4.835938,0.024112,+4.646435E+00
-4.832031,0.024489,+4.646435E+00
-4.828125,0.02474,+4.646435E+00
-4.824219,0.024866,+4.646435E+00
-4.820313,0.024614,+4.646435E+00
-4.816406,0.024112,+4.646435E+00
-4.8125,0.023986,+4.646435E+00
-4.808594,0.024489,+4.646435E+00
-4.804688,0.024991,+4.646435E+00
-4.800781,0.025243,+4.633873E+00
-4.796875,0.024866,+4.633873E+00
-4.792969,0.025117,+4.633873E+00
-4.789063,0.025117,+4.633873E+00
-4.785156,0.025243,+4.633873E+00
-4.78125,0.024991,+4.633873E+00
-4.777344,0.024866,+4.633873E+00
-4.773438,0.02474,+4.633873E+00
-4.769531,0.024991,+4.646435E+00
-4.765625,0.025243,+4.646435E+00
-4.761719,0.02562,+4.633873E+00
-4.757813,0.026122,+4.633873E+00
-4.753906,0.026248,+4.633873E+00
-4.75,0.026499,+4.646435E+00
-4.746094,0.026876,+4.646435E+00
-4.742188,0.027755,+4.633873E+00
-4.738281,0.02763,+4.633873E+00
-4.734375,0.028258,+4.646435E+00
-4.730469,0.02876,+4.633873E+00
-4.726563,0.028509,+4.646435E+00
-4.722656,0.028258,+4.646435E+00
-4.71875,0.028509,+4.633873E+00
-4.714844,0.029137,+4.646435E+00
-4.710938,0.029891,+4.633873E+00
-4.707031,0.031273,+4.633873E+00
-4.703125,0.03165,+4.633873E+00
-4.699219,0.03165,+4.633873E+00
-4.695313,0.032152,+4.646435E+00
-4.691406,0.033032,+4.633873E+00
-4.6875,0.032403,+4.633873E+00
-4.683594,0.031775,+4.646435E+00
-4.679688,0.031398,+4.633873E+00
-4.675781,0.032655,+4.646435E+00
-4.671875,0.033157,+4.646435E+00
-4.667969,0.033911,+4.646435E+00
-4.664063,0.034539,+4.633873E+00
-4.660156,0.035418,+4.633873E+00
-4.65625,0.034162,+4.633873E+00
-4.652344,0.035167,+4.633873E+00
-4.648438,0.037805,+4.646435E+00
-4.644531,0.039439,+4.633873E+00
-4.640625,0.037931,+4.633873E+00
-4.636719,0.040444,+4.646435E+00
-4.632813,0.038308,+4.646435E+00
-4.628906,0.039062,+4.633873E+00
-4.625,0.03969,+4.633873E+00
-4.621094,0.041574,+4.646435E+00
-4.617188,0.0417,+4.646435E+00
-4.613281,0.041951,+4.646435E+00
-4.609375,0.041951,+4.646435E+00
-4.605469,0.044464,+4.646435E+00
-4.601563,0.043836,+4.646435E+00
-4.597656,0.045217,+4.646435E+00
-4.59375,0.042328,+4.646435E+00
-4.589844,0.039062,+4.646435E+00
-4.585938,0.039439,+4.646435E+00
-4.582031,0.039187,+4.646435E+00
-4.578125,0.040569,+4.646435E+00
-4.574219,0.03969,+4.646435E+00
-4.570313,0.038936,+4.646435E+00
-4.566406,0.040821,+4.646435E+00
-4.5625,0.040444,+4.646435E+00
