x_axis,channel_2,4
-4.980469,0.00577,+4.646435E+00
-4.976563,0.00577,+4.646435E+00
-4.972656,0.005645,+4.646435E+00
-4.96875,0.005645,+4.646435E+00
-4.964844,0.00577,+4.646435E+00
-4.960938,0.005896,+4.646435E+00
-4.957031,0.00577,+4.646435E+00
-4.953125,0.005645,+4.646435E+00
-4.949219,0.005645,+4.646435E+00
-4.945313,0.00577,+4.646435E+00
-4.941406,0.005896,+4.646435E+00
-4.9375,0.00577,+4.646435E+00
-4.933594,0.00577,+4.646435E+00
-4.929688,0.005645,+4.646435E+00
-4.925781,0.00577,+4.646435E+00
-4.921875,0.005896,+4.646435E+00
-4.917969,0.005896,+4.646435E+00
-4.914063,0.005896,+4.646435E+00
-4.910156,0.00577,+4.646435E+00
-4.90625,0.005896,+4.646435E+00
-4.902344,0.006022,+4.646435E+00
-4.898438,0.006147,+4.646435E+00
-4.894531,0.006022,+4.646435E+00
-4.890625,0.006022,+4.646435E+00
-4.886719,0.006147,+4.646435E+00
-4.882813,0.006273,+4.646435E+00
-4.878906,0.006273,+4.646435E+00
-4.875,0.006147,+4.646435E+00
-4.871094,0.006147,+4.646435E+00
-4.867188,0.006273,+4.646435E+00
-4.863281,0.006398,+4.646435E+00
-4.859375,0.006524,+4.646435E+00
-4.855469,0.006524,+4.646435E+00
-4.851563,0.006398,+4.646435E+00
-4.847656,0.006524,+4.646435E+00
-4.84375,0.006775,+4.646435E+00
-4.839844,0.006901,+4.646435E+00
-4.835938,0.006901,+4.646435E+00
-4.832031,0.006901,+4.646435E+00
-4.828125,0.007027,+4.646435E+00
-4.824219,0.007278,+4.646435E+00
-4.820313,0.007403,+4.646435E+00
-4.816406,0.007529,+4.646435E+00
-4.8125,0.007529,+4.646435E+00
-4.808594,0.007529,+4.646435E+00
-4.804688,0.00778,+4.646435E+00
-4.800781,0.008032,+4.646435E+00
-4.796875,0.008032,+4.646435E+00
-4.792969,0.008032,+4.646435E+00
-4.789063,0.008157,+4.646435E+00
-4.785156,0.008408,+4.646435E+00
-4.78125,0.008785,+4.646435E+00
-4.777344,0.008785,+4.646435E+00
-4.773438,0.008785,+4.646435E+00
-4.769531,0.009037,+4.646435E+00
-4.765625,0.009288,+4.646435E+00
-4.761719,0.00979,+4.646435E+00
-4.757813,0.009916,+4.646435E+00
-4.753906,0.009916,+4.646435E+00
-4.75,0.010042,+4.646435E+00
-4.746094,0.010418,+4.646435E+00
-4.742188,0.010795,+4.646435E+00
-4.738281,0.011172,+4.646435E+00
-4.734375,0.011424,+4.646435E+00
-4.730469,0.011549,+4.646435E+00
-4.726563,0.011926,+4.646435E+00
-4.722656,0.012429,+4.646435E+00
-4.71875,0.013057,+4.646435E+00
-4.714844,0.013434,+4.646435E+00
-4.710938,0.013685,+4.646435E+00
-4.707031,0.014062,+4.646435E+00
-4.703125,0.014815,+4.646435E+00
-4.699219,0.015569,+4.646435E+00
-4.695313,0.016449,+4.646435E+00
-4.691406,0.018459,+4.646435E+00
-4.6875,0.021976,+4.646435E+00
-4.683594,0.024363,+4.646435E+00
-4.679688,0.023484,+4.646435E+00
-4.675781,0.028509,+4.646435E+00
-4.671875,0.022856,+4.646435E+00
-4.667969,0.022604,+4.646435E+00
-4.664063,0.022479,+4.646435E+00
-4.660156,0.024363,+4.646435E+00
-4.65625,0.030645,+4.646435E+00
-4.652344,0.050871,+4.646435E+00
-4.648438,0.054514,+4.646435E+00
-4.644531,0.057655,+4.646435E+00
-4.640625,0.045092,+4.646435E+00
-4.636719,0.055142,+4.646435E+00
-4.632813,0.058911,+4.646435E+00
-4.628906,0.060042,+4.646435E+00
-4.625,0.055645,+4.646435E+00
-4.621094,0.05464,+4.646435E+00
-4.617188,0.055268,+4.646435E+00
-4.613281,0.060293,+4.646435E+00
-4.609375,0.054891,+4.646435E+00
-4.605469,0.049489,+4.646435E+00
-4.601563,0.053635,+4.646435E+00
-4.597656,0.058157,+4.646435E+00
-4.59375,0.055268,+4.646435E+00
-4.589844,0.048861,+4.646435E+00
-4.585938,0.054263,+4.646435E+00
-4.582031,0.052127,+4.646435E+00
-4.578125,0.052001,+4.646435E+00
-4.574219,0.054388,+4.646435E+00
-4.570313,0.048358,+4.646435E+00
-4.566406,0.048358,+4.646435E+00
-4.5625,0.052127,+4.646435E+00
-4.558594,0.079765,+4.646435E+00
-4.554688,0.080519,+4.646435E+00
-4.550781,0.090569,+4.646435E+00
-4.546875,0.10376,+4.646435E+00
-4.542969,0.097981,+4.646435E+00
-4.539063,0.101122,+4.646435E+00
-4.535156,0.100871,+4.646435E+00
-4.53125,0.120092,+4.646435E+00
-4.527344,0.12474,+4.646435E+00
-4.523438,0.134162,+4.646435E+00
-4.519531,0.1167,+4.646435E+00
-4.515625,0.098484,+4.646435E+00
-4.511719,0.092956,+4.646435E+00
-4.507813,0.105393,+4.646435E+00
