x_axis,channel_2
-3.998,-0.020101
-3.996,-0.020101
-3.994,-0.020101
-3.992,-0.020101
-3.99,-0.020101
-3.988,-0.020101
-3.986,-0.020101
-3.984,-0.020101
-3.982,-0.020101
-3.98,-0.020101
-3.978,-0.020101
-3.976,-0.020101
-3.974,-0.020101
-3.972,-0.020101
-3.97,-0.020101
-3.968,-0.020101
-3.966,-0.020101
-3.964,-0.028141
-3.962,-0.01608
-3.96,-0.020101
-3.958,-0.020101
-3.956,-0.01206
-3.954,-0.020101
-3.952,-0.024121
-3.95,-0.020101
-3.948,-0.020101
-3.946,-0.020101
-3.944,-0.032161
-3.942,-0.036181
-3.94,0.0
-3.938,-0.020101
-3.936,-0.020101
-3.934,-0.020101
-3.932,-0.036181
-3.93,-0.020101
-3.928,-0.01608
-3.926,-0.020101
-3.924,-0.020101
-3.922,-0.128643
-3.92,-0.160804
-3.918,-0.00402
-3.916,-0.020101
-3.914,-0.040201
-3.912,-0.020101
-3.91,-0.020101
-3.908,-0.020101
-3.906,-0.020101
-3.904,-0.020101
-3.902,-0.020101
-3.9,-0.0
-3.898,-0.020101
-3.896,-0.020101
-3.894,-0.020101
-3.892,-0.036181
-3.89,-0.020101
-3.888,-0.020101
-3.886,-0.020101
-3.884,-0.020101
-3.882,-0.020101
-3.88,-0.020101
-3.878,-0.020101
-3.876,-0.020101
-3.874,-0.020101
-3.872,-0.020101
-3.87,-0.020101
-3.868,-0.01608
-3.866,-0.020101
-3.864,-0.020101
-3.862,-0.020101
-3.86,-0.020101
-3.858,-0.020101
-3.856,0.00402
-3.854,-0.032161
-3.852,-0.020101
-3.85,-0.040201
-3.848,-0.020101
-3.846,-0.020101
-3.844,0.00402
-3.842,-0.036181
-3.84,-0.0
-3.838,-0.020101
-3.836,-0.020101
-3.834,-0.020101
-3.832,-0.036181
-3.83,-0.020101
-3.828,-0.020101
-3.826,-0.020101
-3.824,-0.020101
-3.822,-0.100503
-3.82,-0.100503
-3.818,-0.00402
-3.816,-0.028141
-3.814,-0.036181
-3.812,-0.020101
-3.81,-0.020101
-3.808,-0.020101
-3.806,-0.020101
-3.804,-0.00804
-3.802,-0.00402
-3.8,-0.020101
-3.798,-0.020101
-3.796,-0.00804
-3.794,-0.020101
-3.792,-0.024121
-3.79,-0.020101
-3.788,-0.020101
-3.786,-0.020101
-3.784,-0.020101
-3.782,-0.036181
-3.78,-0.020101
-3.778,-0.020101
-3.776,-0.020101
-3.774,-0.020101
-3.772,-0.036181
-3.77,-0.020101
-3.768,-0.020101
-3.766,-0.020101
-3.764,-0.020101
-3.762,-0.020101
-3.76,-0.040201
-3.758,-0.020101
-3.756,-0.00804
-3.754,-0.020101
-3.752,-0.040201
-3.75,-0.020101
-3.748,-0.020101
-3.746,-0.020101
-3.744,0.052261
-3.742,-0.036181
-3.74,-0.0
-3.738,-0.020101
-3.736,-0.020101
-3.734,-0.020101
-3.732,-0.036181
-3.73,-0.020101
-3.728,-0.020101
-3.726,-0.020101
-3.724,-0.020101
-3.722,-0.032161
-3.72,-0.080402
-3.718,0.0
-3.716,-0.020101
-3.714,-0.020101
-3.712,-0.020101
-3.71,-0.020101
-3.708,-0.020101
-3.706,-0.020101
-3.704,-0.020101
-3.702,-0.020101
-3.7,-0.020101
-3.698,-0.020101
-3.696,-0.032161
-3.694,-0.020101
-3.692,-0.036181
-3.69,-0.020101
-3.688,-0.020101
-3.686,-0.020101
-3.684,-0.020101
-3.682,-0.01608
-3.68,-0.020101
-3.678,-0.00402
-3.676,-0.020101
-3.674,-0.020101
-3.672,-0.020101
-3.67,-0.020101
-3.668,-0.036181
-3.666,-0.020101
-3.664,-0.00804
-3.662,-0.020101
-3.66,-0.020101
-3.658,0.0
-3.656,-0.024121
-3.654,-0.020101
-3.652,-0.024121
-3.65,-0.020101
-3.648,-0.020101
-3.646,-0.020101
-3.644,-0.068342
-3.642,-0.020101
-3.64,0.020101
-3.638,-0.020101
-3.636,0.00402
-3.634,-0.020101
-3.632,-0.020101
-3.63,-0.020101
-3.628,-0.020101
-3.626,-0.020101
-3.624,-0.032161
-3.622,-0.032161
-3.62,-0.060302
-3.618,0.01608
-3.616,-0.020101
-3.614,-0.028141
-3.612,-0.020101
-3.61,-0.020101
-3.608,-0.020101
-3.606,-0.01206
-3.604,-0.020101
-3.602,-0.020101
-3.6,-0.0
-3.598,-0.020101
-3.596,-0.020101
-3.594,-0.01608
-3.592,-0.020101
-3.59,-0.020101
-3.588,-0.020101
-3.586,-0.020101
-3.584,-0.01206
-3.582,-0.020101
-3.58,-0.020101
-3.578,-0.01608
-3.576,-0.020101
-3.574,-0.020101
-3.572,-0.020101
-3.57,-0.020101
-3.568,-0.020101
-3.566,-0.020101
-3.564,-0.020101
-3.562,-0.024121
-3.56,-0.020101
-3.558,-0.01608
-3.556,-0.032161
-3.554,-0.020101
-3.552,-0.024121
-3.55,-0.020101
-3.548,-0.020101
-3.546,-0.020101
-3.544,0.00402
-3.542,-0.036181
-3.54,0.040201
-3.538,-0.024121
-3.536,-0.00804
-3.534,-0.020101
-3.532,-0.036181
-3.53,-0.020101
-3.528,-0.01608
-3.526,-0.020101
-3.524,-0.020101
-3.522,-0.160804
-3.52,-0.080402
-3.518,0.0
-3.516,-0.020101
-3.514,-0.020101
-3.512,-0.020101
-3.51,-0.020101
-3.508,-0.020101
-3.506,-0.020101
-3.504,-0.020101
-3.502,-0.020101
-3.5,-0.020101
-3.498,-0.020101
-3.496,-0.020101
-3.494,-0.020101
-3.492,-0.020101
-3.49,-0.020101
-3.488,-0.020101
-3.486,-0.032161
-3.484,-0.020101
-3.482,-0.020101
-3.48,-0.020101
-3.478,-0.020101
-3.476,-0.020101
-3.474,-0.020101
-3.472,-0.036181
-3.47,-0.020101
-3.468,-0.020101
-3.466,-0.020101
-3.464,-0.020101
-3.462,-0.020101
-3.46,-0.020101
-3.458,-0.036181
-3.456,-0.020101
-3.454,-0.020101
-3.452,-0.020101
-3.45,-0.020101
-3.448,-0.020101
-3.446,-0.020101
-3.444,0.064322
-3.442,-0.036181
-3.44,0.0
-3.438,-0.00402
-3.436,-0.020101
-3.434,-0.020101
-3.432,-0.020101
-3.43,-0.020101
-3.428,-0.020101
-3.426,-0.032161
-3.424,-0.020101
-3.422,-0.100503
-3.42,-0.060302
-3.418,0.0
-3.416,-0.028141
-3.414,-0.020101
-3.412,-0.020101
-3.41,-0.020101
-3.408,-0.020101
-3.406,-0.020101
-3.404,-0.020101
-3.402,-0.020101
-3.4,-0.020101
-3.398,-0.020101
-3.396,-0.020101
-3.394,-0.00804
-3.392,-0.020101
-3.39,-0.020101
-3.388,-0.020101
-3.386,-0.020101
-3.384,-0.020101
-3.382,-0.020101
-3.38,-0.020101
-3.378,-0.020101
-3.376,-0.020101
-3.374,-0.020101
-3.372,-0.020101
-3.37,-0.040201
-3.368,-0.020101
-3.366,-0.020101
-3.364,-0.020101
-3.362,-0.024121
-3.36,-0.020101
-3.358,0.0
-3.356,-0.020101
-3.354,-0.020101
-3.352,-0.020101
-3.35,-0.020101
-3.348,-0.020101
-3.346,-0.020101
-3.344,0.028141
-3.342,-0.036181
-3.34,-0.020101
