x_axis,channel_2
-4.855469,0.022856
-4.851563,0.022228
-4.847656,0.021474
-4.84375,0.02072
-4.839844,0.019338
-4.835938,0.018082
-4.832031,0.018082
-4.828125,0.017831
-4.824219,0.016449
-4.820313,0.015192
-4.816406,0.014564
-4.8125,0.01381
-4.808594,0.013308
-4.804688,0.012303
-4.800781,0.011424
-4.796875,0.011047
-4.792969,0.01067
-4.789063,0.010293
-4.785156,0.009916
-4.78125,0.009288
-4.777344,0.009037
-4.773438,0.009162
-4.769531,0.008911
-4.765625,0.00866
-4.761719,0.008283
-4.757813,0.008157
-4.753906,0.008157
-4.75,0.008032
-4.746094,0.008157
-4.742188,0.008408
-4.738281,0.008534
-4.734375,0.008911
-4.730469,0.009413
-4.726563,0.009413
-4.722656,0.009539
-4.71875,0.00979
-4.714844,0.010167
-4.710938,0.010795
-4.707031,0.011172
-4.703125,0.011424
-4.699219,0.011675
-4.695313,0.011926
-4.691406,0.012554
-4.6875,0.012931
-4.683594,0.013057
-4.679688,0.013057
-4.675781,0.013182
-4.671875,0.01381
-4.667969,0.014439
-4.664063,0.014439
-4.660156,0.01469
-4.65625,0.015067
-4.652344,0.015569
-4.648438,0.016072
-4.644531,0.016197
-4.640625,0.016072
-4.636719,0.016197
-4.632813,0.016574
-4.628906,0.017077
-4.625,0.017328
-4.621094,0.017454
-4.617188,0.017579
-4.613281,0.018082
-4.609375,0.018333
-4.605469,0.018333
-4.601563,0.018207
-4.597656,0.018207
-4.59375,0.018836
-4.589844,0.019087
-4.585938,0.019338
-4.582031,0.019087
-4.578125,0.018836
-4.574219,0.018961
-4.570313,0.019212
-4.566406,0.019087
-4.5625,0.01871
-4.558594,0.018584
-4.554688,0.01871
-4.550781,0.018836
-4.546875,0.01871
-4.542969,0.018333
-4.539063,0.018082
-4.535156,0.018082
-4.53125,0.018207
-4.527344,0.018082
-4.523438,0.017831
-4.519531,0.017579
-4.515625,0.017579
-4.511719,0.017705
-4.507813,0.017705
-4.503906,0.017454
-4.5,0.017202
-4.496094,0.017202
-4.492188,0.017328
-4.488281,0.017328
-4.484375,0.017077
-4.480469,0.016826
-4.476563,0.016826
-4.472656,0.016826
-4.46875,0.016951
-4.464844,0.0167
-4.460938,0.016449
-4.457031,0.016323
-4.453125,0.016449
-4.449219,0.016574
-4.445313,0.016449
-4.441406,0.016072
-4.4375,0.016072
-4.433594,0.016197
-4.429688,0.016323
-4.425781,0.016072
-4.421875,0.015821
-4.417969,0.015695
-4.414063,0.015695
-4.410156,0.015821
-4.40625,0.015695
-4.402344,0.015444
-4.398438,0.015318
-4.394531,0.015444
-4.390625,0.015569
-4.386719,0.015444
-4.382813,0.015192
-4.378906,0.014941
-4.375,0.014941
-4.371094,0.015067
-4.367188,0.014941
-4.363281,0.014815
-4.359375,0.014439
-4.355469,0.014439
-4.351563,0.014564
-4.347656,0.014439
-4.34375,0.014313
-4.339844,0.014062
-4.335938,0.014062
-4.332031,0.014313
-4.328125,0.014313
-4.324219,0.014187
-4.320313,0.014313
-4.316406,0.014564
-4.3125,0.014815
-4.308594,0.015192
-4.304688,0.015444
-4.300781,0.015444
-4.296875,0.015821
-4.292969,0.0167
-4.289063,0.017202
-4.285156,0.017328
-4.28125,0.017328
-4.277344,0.017454
-4.273438,0.017705
-4.269531,0.017956
-4.265625,0.018082
-4.261719,0.017956
-4.257813,0.018082
-4.253906,0.018207
-4.25,0.018333
-4.246094,0.018459
-4.242188,0.018333
-4.238281,0.018333
-4.234375,0.018584
-4.230469,0.018836
-4.226563,0.018836
-4.222656,0.018584
-4.21875,0.018584
-4.214844,0.018584
-4.210938,0.01871
-4.207031,0.01871
-4.203125,0.018333
-4.199219,0.018082
-4.195313,0.018207
-4.191406,0.018333
-4.1875,0.018333
-4.183594,0.018082
-4.179688,0.017956
-4.175781,0.018082
-4.171875,0.018082
-4.167969,0.018333
-4.164063,0.018836
-4.160156,0.019464
-4.15625,0.020594
-4.152344,0.022479
-4.148438,0.027127
-4.144531,0.03077
-4.140625,0.031775
-4.136719,0.034539
-4.132813,0.042202
-4.128906,0.0368
-4.125,0.050996
-4.121094,0.047604
-4.117188,0.042328
-4.113281,0.035921
-4.109375,0.038308
-4.105469,0.036298
-4.101563,0.036298
-4.097656,0.036172
-4.09375,0.03768
-4.089844,0.038685
-4.085938,0.0368
-4.082031,0.039313
-4.078125,0.039313
-4.074219,0.040444
-4.070313,0.041449
-4.066406,0.040695
-4.0625,0.040946
-4.058594,0.042831
-4.054688,0.043207
-4.050781,0.044212
-4.046875,0.044464
-4.042969,0.043584
-4.039063,0.044589
-4.035156,0.048861
-4.03125,0.052881
-4.027344,0.050494
-4.023438,0.047353
-4.019531,0.045343
-4.015625,0.042705
-4.011719,0.045846
-4.007813,0.048358
-4.003906,0.044715
-4.0,0.04371
-3.996094,0.043459
-3.992188,0.044589
-3.988281,0.042705
-3.984375,0.044966
-3.980469,0.047856
-3.976563,0.046976
-3.972656,0.048735
-3.96875,0.047228
-3.964844,0.042831
-3.960938,0.038308
-3.957031,0.040821
-3.953125,0.044464
-3.949219,0.053509
-3.945313,0.057403
-3.941406,0.060167
-3.9375,0.062554
-3.933594,0.064439
-3.929688,0.069715
-3.925781,0.06871
-3.921875,0.072981
-3.917969,0.070846
-3.914063,0.05979
-3.910156,0.062303
-3.90625,0.070846
-3.902344,0.070469
-3.898438,0.074991
-3.894531,0.085042
-3.890625,0.066574
-3.886719,0.072981
-3.882813,0.077253
-3.878906,0.065192
-3.875,0.063936
-3.871094,0.067705
-3.867188,0.063434
-3.863281,0.06268
-3.859375,0.062931
-3.855469,0.058157
-3.851563,0.055142
-3.847656,0.052378
-3.84375,0.051248
-3.839844,0.051499
-3.835938,0.046725
-3.832031,0.048233
-3.828125,0.047102
-3.824219,0.04572
-3.820313,0.045971
-3.816406,0.048358
-3.8125,0.048609
-3.808594,0.048861
-3.804688,0.04773
-3.800781,0.041072
-3.796875,0.035921
-3.792969,0.041574
-3.789063,0.042705
-3.785156,0.042579
-3.78125,0.042579
-3.777344,0.037805
-3.773438,0.036549
-3.769531,0.03479
-3.765625,0.033283
-3.761719,0.032278
-3.757813,0.031273
-3.753906,0.031022
-3.75,0.029514
-3.746094,0.02876
-3.742188,0.027127
-3.738281,0.02562
-3.734375,0.025243
-3.730469,0.028258
-3.726563,0.027001
-3.722656,0.027378
-3.71875,0.028383
-3.714844,0.02876
-3.710938,0.02876
-3.707031,0.028258
-3.703125,0.026248
-3.699219,0.024866
-3.695313,0.023358
-3.691406,0.021851
-3.6875,0.021725
-3.683594,0.020469
-3.679688,0.019966
-3.675781,0.019464
-3.671875,0.020092
-3.667969,0.019589
-3.664063,0.018961
-3.660156,0.018333
-3.65625,0.018082
-3.652344,0.018207
-3.648438,0.018207
-3.644531,0.017956
-3.640625,0.017454
-3.636719,0.017579
-3.632813,0.018082
-3.628906,0.018082
-3.625,0.017956
-3.621094,0.017454
-3.617188,0.017202
