x_axis,channel_2,4
-3.789063,-8.6e-05,+4.646435E+00
-3.785156,-9.6e-05,+4.646435E+00
-3.78125,-8.6e-05,+4.646435E+00
-3.777344,-8.6e-05,+4.646435E+00
-3.773438,-4.6e-05,+4.646435E+00
-3.769531,-4.6e-05,+4.646435E+00
-3.765625,-4.6e-05,+4.646435E+00
-3.761719,-3.6e-05,+4.646435E+00
-3.757813,-2.6e-05,+4.646435E+00
-3.753906,-1.6e-05,+4.646435E+00
-3.75,4e-06,+4.646435E+00
-3.746094,-6e-06,+4.646435E+00
-3.742188,-6e-06,+4.646435E+00
-3.738281,4e-06,+4.646435E+00
-3.734375,1.4e-05,+4.646435E+00
-3.730469,1.4e-05,+4.646435E+00
-3.726563,-6e-06,+4.646435E+00
-3.722656,-6e-06,+4.646435E+00
-3.71875,-6e-06,+4.646435E+00
-3.714844,4e-06,+4.646435E+00
-3.710938,1.4e-05,+4.646435E+00
-3.707031,4e-06,+4.646435E+00
-3.703125,4e-06,+4.646435E+00
-3.699219,4e-06,+4.646435E+00
-3.695313,4e-06,+4.646435E+00
-3.691406,1.4e-05,+4.646435E+00
-3.6875,-6e-06,+4.646435E+00
-3.683594,4e-06,+4.646435E+00
-3.679688,-6e-06,+4.646435E+00
-3.675781,4e-06,+4.646435E+00
-3.671875,1.4e-05,+4.646435E+00
-3.667969,-6e-06,+4.646435E+00
-3.664063,-6e-06,+4.646435E+00
-3.660156,-6e-06,+4.646435E+00
-3.65625,-1.6e-05,+4.646435E+00
-3.652344,-1.6e-05,+4.646435E+00
-3.648438,4e-06,+4.646435E+00
-3.644531,-6e-06,+4.646435E+00
-3.640625,-6e-06,+4.646435E+00
-3.636719,4e-06,+4.646435E+00
-3.632813,1.4e-05,+4.646435E+00
-3.628906,4e-06,+4.646435E+00
-3.625,-1.6e-05,+4.646435E+00
-3.621094,-1.6e-05,+4.646435E+00
-3.617188,4e-06,+4.646435E+00
-3.613281,4e-06,+4.646435E+00
-3.609375,4e-06,+4.646435E+00
-3.605469,4e-06,+4.646435E+00
-3.601563,4e-06,+4.646435E+00
-3.597656,4e-06,+4.646435E+00
-3.59375,4e-06,+4.646435E+00
-3.589844,4e-06,+4.646435E+00
-3.585938,-1.6e-05,+4.646435E+00
-3.582031,-6e-06,+4.646435E+00
-3.578125,4e-06,+4.646435E+00
-3.574219,4e-06,+4.646435E+00
-3.570313,4e-06,+4.646435E+00
-3.566406,4e-06,+4.646435E+00
-3.5625,-6e-06,+4.646435E+00
-3.558594,4e-06,+4.646435E+00
-3.554688,1.4e-05,+4.646435E+00
-3.550781,4e-06,+4.646435E+00
-3.546875,4e-06,+4.646435E+00
-3.542969,4e-06,+4.646435E+00
-3.539063,2.4e-05,+4.646435E+00
-3.535156,3.4e-05,+4.646435E+00
-3.53125,3.4e-05,+4.646435E+00
-3.527344,3.4e-05,+4.646435E+00
-3.523438,2.4e-05,+4.646435E+00
-3.519531,3.4e-05,+4.646435E+00
-3.515625,5.4e-05,+4.646435E+00
-3.511719,6.5e-05,+4.646435E+00
-3.507813,5.4e-05,+4.646435E+00
-3.503906,6.5e-05,+4.646435E+00
-3.5,6.5e-05,+4.646435E+00
-3.496094,6.5e-05,+4.646435E+00
-3.492188,5.4e-05,+4.646435E+00
-3.488281,7.5e-05,+4.646435E+00
-3.484375,6.5e-05,+4.646435E+00
-3.480469,7.5e-05,+4.646435E+00
-3.476563,7.5e-05,+4.646435E+00
-3.472656,8.5e-05,+4.646435E+00
-3.46875,8.5e-05,+4.646435E+00
-3.464844,8.5e-05,+4.646435E+00
-3.460938,9.5e-05,+4.646435E+00
-3.457031,0.000105,+4.646435E+00
-3.453125,0.000105,+4.646435E+00
-3.449219,0.000105,+4.646435E+00
-3.445313,8.5e-05,+4.646435E+00
-3.441406,8.5e-05,+4.646435E+00
-3.4375,7.5e-05,+4.646435E+00
-3.433594,9.5e-05,+4.646435E+00
-3.429688,0.000105,+4.646435E+00
-3.425781,0.000105,+4.646435E+00
-3.421875,9.5e-05,+4.646435E+00
-3.417969,9.5e-05,+4.646435E+00
-3.414063,0.000115,+4.646435E+00
-3.410156,0.000135,+4.646435E+00
-3.40625,0.000105,+4.646435E+00
-3.402344,9.5e-05,+4.646435E+00
-3.398438,7.5e-05,+4.646435E+00
-3.394531,6.5e-05,+4.646435E+00
-3.390625,4.4e-05,+4.646435E+00
-3.386719,4.4e-05,+4.646435E+00
-3.382813,4.4e-05,+4.646435E+00
-3.378906,2.4e-05,+4.646435E+00
-3.375,1.4e-05,+4.646435E+00
-3.371094,4e-06,+4.646435E+00
-3.367188,-1.6e-05,+4.646435E+00
-3.363281,-2.6e-05,+4.646435E+00
-3.359375,-1.6e-05,+4.646435E+00
-3.355469,-6e-06,+4.646435E+00
-3.351563,-2.6e-05,+4.646435E+00
-3.347656,-6.6e-05,+4.646435E+00
-3.34375,-8.6e-05,+4.646435E+00
-3.339844,-0.000106,+4.646435E+00
-3.335938,-8.6e-05,+4.646435E+00
-3.332031,-9.6e-05,+4.646435E+00
-3.328125,-0.000106,+4.646435E+00
-3.324219,-0.000136,+4.646435E+00
-3.320313,-0.000147,+4.646435E+00
-3.316406,-0.000157,+4.646435E+00
-3.3125,-0.000167,+4.646435E+00
-3.308594,-0.000187,+4.646435E+00
-3.304688,-0.000217,+4.646435E+00
-3.300781,-0.000217,+4.646435E+00
-3.296875,-0.000227,+4.646435E+00
-3.292969,-0.000247,+4.646435E+00
-3.289063,-0.000257,+4.646435E+00
-3.285156,-0.000277,+4.646435E+00
-3.28125,-0.000287,+4.646435E+00
-3.277344,-0.000297,+4.646435E+00
-3.273438,-0.000307,+4.646435E+00
-3.269531,-0.000307,+4.646435E+00
-3.265625,-0.000317,+4.646435E+00
-3.261719,-0.000338,+4.646435E+00
-3.257813,-0.000327,+4.646435E+00
-3.253906,-0.000327,+4.646435E+00
-3.25,-0.000327,+4.646435E+00
-3.246094,-0.000327,+4.646435E+00
-3.242188,-0.000348,+4.646435E+00
-3.238281,-0.000348,+4.646435E+00
-3.234375,-0.000348,+4.646435E+00
-3.230469,-0.000338,+4.646435E+00
-3.226563,-0.000348,+4.646435E+00
-3.222656,-0.000348,+4.646435E+00
-3.21875,-0.000358,+4.646435E+00
-3.214844,-0.000348,+4.646435E+00
-3.210938,-0.000348,+4.646435E+00
-3.207031,-0.000358,+4.646435E+00
-3.203125,-0.000348,+4.646435E+00
-3.199219,-0.000348,+4.646435E+00
-3.195313,-0.000348,+4.646435E+00
-3.191406,-0.000338,+4.646435E+00
-3.1875,-0.000348,+4.646435E+00
-3.183594,-0.000358,+4.646435E+00
-3.179688,-0.000358,+4.646435E+00
-3.175781,-0.000358,+4.646435E+00
-3.171875,-0.000348,+4.646435E+00
-3.167969,-0.000327,+4.646435E+00
-3.164063,-0.000338,+4.646435E+00
-3.160156,-0.000338,+4.646435E+00
