x_axis,channel_2,4
-4.9925,-0.077304,-4.824121E+00
-4.99,-0.073284,-4.824121E+00
-4.9875,-0.08454,-4.824121E+00
-4.985,-0.070068,-4.824121E+00
-4.9825,-0.086148,-4.824121E+00
-4.98,-0.074892,-4.824121E+00
-4.9775,-0.073284,-4.824121E+00
-4.975,-0.07248,-4.824121E+00
-4.9725,-0.074892,-4.824121E+00
-4.97,-0.071676,-4.824121E+00
-4.9675,-0.07248,-4.824121E+00
-4.965,-0.06846,-4.824121E+00
-4.9625,-0.07248,-4.824121E+00
-4.96,-0.069264,-4.824121E+00
-4.9575,-0.07248,-4.824121E+00
-4.955,-0.07248,-4.824121E+00
-4.9525,-0.073284,-4.824121E+00
-4.95,-0.0765,-4.824121E+00
-4.9475,-0.07248,-4.824121E+00
-4.945,-0.073284,-4.824121E+00
-4.9425,-0.070872,-4.944724E+00
-4.94,-0.0765,-4.824121E+00
-4.9375,-0.07248,-4.824121E+00
-4.935,-0.066852,-4.824121E+00
-4.9325,-0.07248,-4.824121E+00
-4.93,-0.07248,-4.824121E+00
-4.9275,-0.071676,-4.824121E+00
-4.925,-0.06846,-4.824121E+00
-4.9225,-0.071676,-4.864322E+00
-4.92,-0.070872,-4.824121E+00
-4.9175,-0.07248,-4.824121E+00
-4.915,-0.06846,-4.824121E+00
-4.9125,-0.0765,-4.824121E+00
-4.91,-0.0765,-4.824121E+00
-4.9075,-0.070068,-4.824121E+00
-4.905,-0.06846,-4.824121E+00
-4.9025,-0.07248,-4.824121E+00
-4.9,-0.07248,-4.824121E+00
-4.8975,-0.07248,-4.824121E+00
-4.895,-0.07248,-4.824121E+00
-4.8925,-0.06846,-4.904523E+00
-4.89,-0.069264,-4.824121E+00
-4.8875,-0.08052,-4.824121E+00
-4.885,-0.07248,-4.824121E+00
-4.8825,-0.07248,-4.824121E+00
-4.88,-0.07248,-4.824121E+00
-4.8775,-0.066048,-4.824121E+00
-4.875,-0.06846,-4.824121E+00
-4.8725,-0.069264,-4.824121E+00
-4.87,-0.07248,-4.824121E+00
-4.8675,-0.070872,-4.944724E+00
-4.865,-0.07248,-4.824121E+00
-4.8625,-0.06846,-4.824121E+00
-4.86,-0.069264,-4.824121E+00
-4.8575,-0.07248,-4.824121E+00
-4.855,-0.07248,-4.824121E+00
-4.8525,-0.073284,-4.984925E+00
-4.85,-0.0765,-4.824121E+00
-4.8475,-0.0765,-4.824121E+00
-4.845,-0.073284,-4.824121E+00
-4.8425,-0.071676,-4.824121E+00
-4.84,-0.073284,-4.824121E+00
-4.8375,-0.0765,-4.824121E+00
-4.835,-0.073284,-4.984925E+00
