x-axis,1
second,Volt
-4.000000E+00,-20.101E-03
-3.998000E+00,-20.101E-03
-3.996000E+00,-20.101E-03
-3.994000E+00,-8.040E-03
-3.992000E+00,-20.101E-03
-3.990000E+00,-20.101E-03
-3.988000E+00,-20.101E-03
-3.986000E+00,-12.060E-03
-3.984000E+00,-20.101E-03
-3.982000E+00,-20.101E-03
-3.980000E+00,-20.101E-03
-3.978000E+00,-20.101E-03
-3.976000E+00,-20.101E-03
-3.974000E+00,-20.101E-03
-3.972000E+00,-20.101E-03
-3.970000E+00,-20.101E-03
-3.968000E+00,-16.080E-03
-3.966000E+00,-8.040E-03
-3.964000E+00,-20.101E-03
-3.962000E+00,-20.101E-03
-3.960000E+00,-20.101E-03
-3.958000E+00,-20.101E-03
-3.956000E+00,-20.101E-03
-3.954000E+00,-12.060E-03
-3.952000E+00,-20.101E-03
-3.950000E+00,-20.101E-03
-3.948000E+00,-36.181E-03
-3.946000E+00,-20.101E-03
-3.944000E+00,-20.101E-03
-3.942000E+00,-16.080E-03
-3.940000E+00,-20.101E-03
-3.938000E+00,-20.101E-03
-3.936000E+00,-32.161E-03
-3.934000E+00,-20.101E-03
-3.932000E+00,-20.101E-03
-3.930000E+00,-20.101E-03
-3.928000E+00,-20.101E-03
-3.926000E+00,-20.101E-03
-3.924000E+00,-12.060E-03
-3.922000E+00,-20.101E-03
-3.920000E+00,-20.101E-03
-3.918000E+00,-20.101E-03
-3.916000E+00,-20.101E-03
-3.914000E+00,-20.101E-03
-3.912000E+00,-40.201E-03
-3.910000E+00,-20.101E-03
-3.908000E+00,-20.101E-03
-3.906000E+00,-8.040E-03
-3.904000E+00,-20.101E-03
-3.902000E+00,-20.101E-03
-3.900000E+00,-20.101E-03
-3.898000E+00,-20.101E-03
-3.896000E+00,-20.101E-03
-3.894000E+00,-16.080E-03
-3.892000E+00,-20.101E-03
-3.890000E+00,-20.101E-03
-3.888000E+00,-4.020E-03
-3.886000E+00,-12.060E-03
-3.884000E+00,-20.101E-03
-3.882000E+00,-20.101E-03
-3.880000E+00,-20.101E-03
-3.878000E+00,-20.101E-03
-3.876000E+00,-20.101E-03
-3.874000E+00,-20.101E-03
-3.872000E+00,-20.101E-03
-3.870000E+00,-20.101E-03
-3.868000E+00,-20.101E-03
-3.866000E+00,-28.141E-03
-3.864000E+00,-20.101E-03
-3.862000E+00,-20.101E-03
-3.860000E+00,-20.101E-03
-3.858000E+00,-20.101E-03
-3.856000E+00,-20.101E-03
-3.854000E+00,-20.101E-03
-3.852000E+00,-20.101E-03
-3.850000E+00,-20.101E-03
-3.848000E+00,-4.020E-03
-3.846000E+00,-20.101E-03
-3.844000E+00,-20.101E-03
-3.842000E+00,-4.020E-03
-3.840000E+00,-20.101E-03
-3.838000E+00,-20.101E-03
-3.836000E+00,-20.101E-03
-3.834000E+00,-20.101E-03
-3.832000E+00,-20.101E-03
-3.830000E+00,-20.101E-03
-3.828000E+00,-20.101E-03
-3.826000E+00,-20.101E-03
-3.824000E+00,-20.101E-03
-3.822000E+00,-20.101E-03
-3.820000E+00,-20.101E-03
-3.818000E+00,-20.101E-03
-3.816000E+00,-12.060E-03
-3.814000E+00,-20.101E-03
-3.812000E+00,+152.764E-03
-3.810000E+00,-20.101E-03
-3.808000E+00,-20.101E-03
-3.806000E+00,-20.101E-03
-3.804000E+00,+0.0E+00
-3.802000E+00,-20.101E-03
-3.800000E+00,-0.0E+00
-3.798000E+00,-20.101E-03
-3.796000E+00,-20.101E-03
-3.794000E+00,-20.101E-03
-3.792000E+00,-20.101E-03
-3.790000E+00,-20.101E-03
-3.788000E+00,-4.020E-03
-3.786000E+00,-8.040E-03
-3.784000E+00,-20.101E-03
-3.782000E+00,-20.101E-03
-3.780000E+00,-20.101E-03
-3.778000E+00,-20.101E-03
-3.776000E+00,-20.101E-03
-3.774000E+00,-20.101E-03
-3.772000E+00,-20.101E-03
-3.770000E+00,-20.101E-03
-3.768000E+00,-20.101E-03
-3.766000E+00,-12.060E-03
-3.764000E+00,-20.101E-03
-3.762000E+00,-20.101E-03
-3.760000E+00,-20.101E-03
-3.758000E+00,-20.101E-03
-3.756000E+00,-20.101E-03
-3.754000E+00,-20.101E-03
-3.752000E+00,-20.101E-03
-3.750000E+00,-20.101E-03
-3.748000E+00,-16.080E-03
-3.746000E+00,-12.060E-03
-3.744000E+00,-20.101E-03
-3.742000E+00,-20.101E-03
-3.740000E+00,-20.101E-03
-3.738000E+00,-20.101E-03
-3.736000E+00,-20.101E-03
-3.734000E+00,-20.101E-03
-3.732000E+00,-36.181E-03
-3.730000E+00,-20.101E-03
-3.728000E+00,-20.101E-03
-3.726000E+00,-20.101E-03
-3.724000E+00,-20.101E-03
-3.722000E+00,-20.101E-03
-3.720000E+00,-20.101E-03
-3.718000E+00,-20.101E-03
-3.716000E+00,-20.101E-03
-3.714000E+00,-20.101E-03
-3.712000E+00,-273.367E-03
-3.710000E+00,-20.101E-03
-3.708000E+00,-20.101E-03
-3.706000E+00,-20.101E-03
-3.704000E+00,-20.101E-03
-3.702000E+00,-24.121E-03
-3.700000E+00,-20.101E-03
-3.698000E+00,-20.101E-03
-3.696000E+00,-20.101E-03
-3.694000E+00,-20.101E-03
-3.692000E+00,-36.181E-03
-3.690000E+00,-20.101E-03
-3.688000E+00,-4.020E-03
-3.686000E+00,-20.101E-03
-3.684000E+00,-20.101E-03
-3.682000E+00,-20.101E-03
-3.680000E+00,-20.101E-03
-3.678000E+00,-20.101E-03
-3.676000E+00,-20.101E-03
-3.674000E+00,-20.101E-03
-3.672000E+00,-16.080E-03
-3.670000E+00,-20.101E-03
-3.668000E+00,-20.101E-03
-3.666000E+00,-20.101E-03
-3.664000E+00,-20.101E-03
-3.662000E+00,-20.101E-03
-3.660000E+00,-20.101E-03
-3.658000E+00,-20.101E-03
-3.656000E+00,-20.101E-03
-3.654000E+00,-20.101E-03
-3.652000E+00,-36.181E-03
-3.650000E+00,-20.101E-03
-3.648000E+00,-16.080E-03
-3.646000E+00,-20.101E-03
-3.644000E+00,-20.101E-03
-3.642000E+00,-20.101E-03
-3.640000E+00,-20.101E-03
-3.638000E+00,-20.101E-03
-3.636000E+00,-20.101E-03
-3.634000E+00,-20.101E-03
-3.632000E+00,-20.101E-03
-3.630000E+00,-20.101E-03
-3.628000E+00,-20.101E-03
-3.626000E+00,-20.101E-03
-3.624000E+00,-12.060E-03
-3.622000E+00,-20.101E-03
-3.620000E+00,-20.101E-03
