x_axis,channel_2,4
-4.980469,0.000871,+4.646435E+00
-4.976563,0.000996,+4.646435E+00
-4.972656,0.000996,+4.646435E+00
-4.96875,0.001122,+4.646435E+00
-4.964844,0.001122,+4.646435E+00
-4.960938,0.001122,+4.646435E+00
-4.957031,0.001248,+4.646435E+00
-4.953125,0.001373,+4.646435E+00
-4.949219,0.001373,+4.646435E+00
-4.945313,0.001499,+4.646435E+00
-4.941406,0.001499,+4.646435E+00
-4.9375,0.001625,+4.646435E+00
-4.933594,0.00175,+4.646435E+00
-4.929688,0.001876,+4.646435E+00
-4.925781,0.002001,+4.646435E+00
-4.921875,0.002001,+4.646435E+00
-4.917969,0.002127,+4.646435E+00
-4.914063,0.002253,+4.646435E+00
-4.910156,0.002504,+4.646435E+00
-4.90625,0.002504,+4.646435E+00
-4.902344,0.00263,+4.646435E+00
-4.898438,0.002755,+4.646435E+00
-4.894531,0.002881,+4.646435E+00
-4.890625,0.003132,+4.646435E+00
-4.886719,0.003258,+4.633873E+00
-4.882813,0.003258,+4.646435E+00
-4.878906,0.003258,+4.646435E+00
-4.875,0.003509,+4.646435E+00
-4.871094,0.003635,+4.646435E+00
-4.867188,0.003635,+4.646435E+00
-4.863281,0.003509,+4.646435E+00
-4.859375,0.003509,+4.646435E+00
-4.855469,0.003509,+4.646435E+00
-4.851563,0.003635,+4.646435E+00
-4.847656,0.003635,+4.646435E+00
-4.84375,0.003509,+4.646435E+00
-4.839844,0.003383,+4.646435E+00
-4.835938,0.003383,+4.646435E+00
-4.832031,0.003509,+4.646435E+00
-4.828125,0.003509,+4.646435E+00
-4.824219,0.003383,+4.646435E+00
-4.820313,0.003258,+4.646435E+00
-4.816406,0.003258,+4.633873E+00
-4.8125,0.003258,+4.646435E+00
-4.808594,0.003258,+4.646435E+00
-4.804688,0.003132,+4.646435E+00
-4.800781,0.003006,+4.646435E+00
-4.796875,0.003006,+4.646435E+00
-4.792969,0.003132,+4.646435E+00
-4.789063,0.003132,+4.646435E+00
-4.785156,0.003006,+4.646435E+00
-4.78125,0.002881,+4.646435E+00
-4.777344,0.002881,+4.646435E+00
-4.773438,0.003006,+4.646435E+00
-4.769531,0.003006,+4.646435E+00
-4.765625,0.002881,+4.646435E+00
-4.761719,0.002755,+4.646435E+00
-4.757813,0.002755,+4.646435E+00
-4.753906,0.002755,+4.646435E+00
-4.75,0.002755,+4.646435E+00
-4.746094,0.002755,+4.646435E+00
-4.742188,0.00263,+4.646435E+00
-4.738281,0.00263,+4.646435E+00
-4.734375,0.00263,+4.633873E+00
-4.730469,0.002755,+4.633873E+00
-4.726563,0.00263,+4.646435E+00
-4.722656,0.00263,+4.646435E+00
