x_axis,channel_2
-4.941406,-0.0014716121244540447
-4.9375,-0.0014879347140414724
-4.933594,-0.001504476976485417
-4.929688,-0.0015211971843693203
-4.925781,-0.0015380494433077268
-4.921875,-0.001555000219332579
-4.917969,-0.0015720299268113134
-4.914063,-0.0015891158359502924
-4.910156,-0.001606218696021171
-4.90625,-0.0016232898845666467
-4.902344,-0.001640287889073332
-4.898438,-0.0016571798596277144
-4.894531,-0.0016739226414771563
-4.890625,-0.0016904438352002863
-4.886719,-0.0017066452866589478
-4.882813,-0.0017224252745385341
-4.878906,-0.0017376914551070408
-4.875,-0.0017523496948405966
-4.871094,-0.001766287424723043
-4.867188,-0.0017793776043523832
-4.863281,-0.0017915014843655826
-4.859375,-0.0018025622779695985
-4.855469,-0.0018124748760872673
-4.851563,-0.0018211483739174984
-4.847656,-0.0018284837317754327
-4.84375,-0.0018343865923291344
-4.839844,-0.0018387748429973094
-4.835938,-0.0018415679353768696
-4.832031,-0.001842670992421202
-4.828125,-0.0018419760247710424
-4.824219,-0.001839384012131273
-4.820313,-0.0018348255566734482
-4.816406,-0.001828259621246019
-4.8125,-0.0018196615406038713
-4.808594,-0.0018090245724927039
-4.804688,-0.0017963787277557324
-4.800781,-0.0017818082080253404
-4.796875,-0.0017654469191548659
-4.792969,-0.0017474539379954304
-4.789063,-0.001727995012948155
-4.785156,-0.0017072505114860699
-4.78125,-0.0016854367203104081
-4.777344,-0.0016628088323441027
-4.773438,-0.0016396399828381536
-4.769531,-0.0016162041781708335
-4.765625,-0.0015927835475977698
-4.761719,-0.0015696849905389337
-4.757813,-0.0015472382198541547
-4.753906,-0.0015257732323451017
-4.75,-0.0015056031807449413
-4.746094,-0.00148703121195598
-4.742188,-0.0014703681869727078
-4.738281,-0.0014559351297312336
-4.734375,-0.0014440428780229022
-4.730469,-0.001434969356170735
-4.726563,-0.0014289604482524245
-4.722656,-0.001426248820045003
-4.71875,-0.001427060875809883
-4.714844,-0.0014316024736545619
-4.710938,-0.001440043780867877
-4.707031,-0.0014525255670012139
-4.703125,-0.0014691832035847849
-4.699219,-0.0014901585506310112
-4.695313,-0.0015155829377745044
-4.691406,-0.0015455535534464363
-4.6875,-0.001580131115667658
-4.683594,-0.0016193550682886454
-4.679688,-0.001663252119296246
-4.675781,-0.0017118213674045327
-4.671875,-0.00176500715602
-4.667969,-0.0018226894272163638
-4.664063,-0.001884697191791361
-4.660156,-0.001950819093635049
-4.65625,-0.0020207943343904934
-4.652344,-0.002094298901042442
