x_axis,channel_2
-4.980469,0.002544241421015221
-4.976563,0.0026180393878578634
-4.972656,0.0026918199174954943
-4.96875,0.002765151812453241
-4.964844,0.0028376662640115504
-4.960938,0.0029090510481888095
-4.957031,0.002979030468639662
-4.953125,0.003047358212181205
-4.949219,0.0031138285653597394
-4.945313,0.003178284368838748
-4.941406,0.003240605561721373
-4.9375,0.003300689193187275
-4.933594,0.003358446128044768
-4.929688,0.0034138216628428982
-4.925781,0.003466816653955798
-4.921875,0.003517485736666012
-4.917969,0.003565919856400862
-4.914063,0.0036122365753128377
-4.910156,0.0036565853565355675
-4.90625,0.003699151518470095
-4.902344,0.003740140735621676
-4.898438,0.00377974947354844
-4.894531,0.0038181448323466112
-4.890625,0.003855466420059718
-4.886719,0.003891837555436905
-4.882813,0.0039273622506464725
-4.878906,0.003962104328689301
-4.875,0.0039960721568799654
-4.871094,0.004029228853668485
-4.867188,0.004061517125895168
-4.863281,0.0040928716641805115
-4.859375,0.004123213694571308
-4.855469,0.004152447571056007
-4.851563,0.004180472060887168
-4.847656,0.004207197283549993
-4.84375,0.004232549277478587
-4.839844,0.00425645683068866
-4.835938,0.0042788386262196795
-4.832031,0.0042996087382178114
-4.828125,0.004318693289464485
-4.824219,0.004336036666427304
-4.820313,0.004351588306293665
-4.816406,0.0043652862938545626
-4.8125,0.0043770593890970644
-4.808594,0.004386843881605107
-4.804688,0.004394591869959835
-4.800781,0.004400258374489498
-4.796875,0.004403779901745219
-4.792969,0.0044050678902898075
-4.789063,0.004404022480397551
-4.785156,0.004400546828206894
-4.78125,0.004394542144267212
-4.777344,0.004385892466581385
-4.773438,0.004374468035087531
-4.769531,0.004360150911060979
-4.765625,0.004342854010177534
-4.761719,0.004322515526681923
-4.757813,0.004299081417376516
-4.753906,0.004272499421022942
-4.75,0.0042427318192023835
-4.746094,0.004209768916831132
-4.742188,0.004173625231373117
-4.738281,0.004134325600451312
-4.734375,0.004091902827529876
-4.730469,0.004046414067092525
-4.726563,0.003997957921473447
-4.722656,0.003946672406914103
-4.71875,0.0038927173556093835
-4.714844,0.0038362646547451243
-4.710938,0.003777512538802521
-4.707031,0.0037167094934761483
-4.703125,0.00365416065947845
-4.699219,0.0035902148401074424
-4.695313,0.0035252536796371173
-4.691406,0.003459695582363736
-4.6875,0.003394007077144857
-4.683594,0.0033287070867785576
-4.679688,0.0032643567874791122
-4.675781,0.0032015457802239745
-4.671875,0.00314089067031026
-4.667969,0.003083044111205544
-4.664063,0.0030286997557743274
-4.660156,0.0029785857285115074
-4.65625,0.002933453638858644
-4.652344,0.0028940774271675896
-4.648438,0.0028612637084746073
-4.644531,0.0028358571831867655
-4.640625,0.0028187301039075147
-4.636719,0.0028107646366175446
-4.632813,0.002812845936462214
-4.628906,0.0028258711349042373
-4.625,0.002850754207542872
-4.621094,0.002888406675768121
-4.617188,0.002939706555557292
-4.613281,0.0030054824406345257
-4.609375,0.0030865161540770845
-4.605469,0.003183543894736598
-4.601563,0.003297239419229427
-4.597656,0.003428186315299248
-4.59375,0.0035768627043133434
-4.589844,0.0037436472865676486
-4.585938,0.003928828558645983
-4.582031,0.004132597245344349
-4.578125,0.004355025513681149
-4.574219,0.004596052784066456
-4.570313,0.004855490729734956
-4.566406,0.005133040270601521
-4.5625,0.005428300775523404
-4.558594,0.005740766098671438
-4.554688,0.006069827353871781
-4.550781,0.006414795204272042
-4.546875,0.006774925608663494
-4.542969,0.007149429308387465
-4.539063,0.007537467003597038
-4.535156,0.007938146651985712
-4.53125,0.008350533907623166
-4.527344,0.008773668681399931
-4.523438,0.009206570002991533
-4.519531,0.009648223977258206
-4.515625,0.010097573079688631
-4.511719,0.010553530497917792
-4.507813,0.011015016184263053
-4.503906,0.011480984196563664
-4.5,0.011950425332618428
-4.496094,0.012422363328639307
-4.492188,0.012895871871905202
-4.488281,0.013370112633482957
-4.484375,0.013844358491925135
-4.480469,0.014317971499898278
-4.476563,0.01479035740004624
-4.472656,0.015260949145283271
-4.46875,0.015729230373773162
-4.464844,0.016194752048783883
-4.460938,0.01665710812533031
-4.457031,0.017115897427397983
-4.453125,0.017570720503936408
-4.449219,0.018021211542158386
-4.445313,0.01846705315315798
-4.441406,0.018907943460904474
-4.4375,0.019343548033590972
-4.433594,0.019773490844770078
-4.429688,0.020197389740984235
-4.425781,0.020614878769506916
-4.421875,0.02102557235736281
-4.417969,0.021428994905764717
-4.414063,0.02182454086483367
-4.410156,0.02221150324897648
-4.40625,0.02258912919415942
-4.402344,0.02295664499632059
-4.398438,0.02331327607836394
-4.394531,0.023658330621675033
-4.390625,0.023991352446768314
-4.386719,0.02431226570184751
-4.382813,0.024621430233873424
-4.378906,0.02491961302986798
-4.375,0.025207958628641745
-4.371094,0.025488016086847497
-4.367188,0.025761786168505756
-4.363281,0.026031709003871844
-4.359375,0.02630057192138024
-4.355469,0.02657139104940525
-4.351563,0.026847323771247763
-4.347656,0.027131629363328892
-4.34375,0.02742765006882412
-4.339844,0.027738765005479296
-4.335938,0.028068325166197367
-4.332031,0.028419630050535622
