Time,Sensor
0.0,0.0543279
0.0007813000000007619,0.0503078
0.0015625000000003553,0.058348
0.002343800000000229,0.0563379
0.0031250000000007105,0.0462877
0.003906300000000584,0.0543279
0.004687500000000178,0.0462877
0.005468800000000051,0.0523178
0.006250000000000533,0.0503078
0.007031300000000407,0.0482977
0.0078125,0.0462877
0.008593800000000762,0.0503078
0.009375000000000355,0.0523178
0.010156300000000229,0.0523178
0.01093750000000071,0.0503078
0.011718800000000584,0.0482977
0.012500000000000178,0.0442776
0.013281300000000051,0.0482977
0.014062600000000813,0.0482977
0.014843800000000407,0.0523178
0.01562510000000028,0.0563379
0.016406300000000762,0.0543279
0.017187600000000636,0.0523178
0.01796880000000023,0.0543279
0.018750100000000103,0.0563379
0.019531300000000584,0.058348
0.020312600000000458,0.0462877
0.02109380000000005,0.058348
0.021875100000000813,0.0543279
0.022656300000000407,0.0503078
0.02343760000000028,0.0543279
0.024218800000000762,0.0523178
0.025000100000000636,0.0543279
0.02578130000000023,0.0523178
0.026562600000000103,0.0563379
0.027343800000000584,0.0482977
0.028125100000000458,0.0482977
0.02890630000000005,0.0523178
0.029687600000000813,0.0523178
0.030468800000000407,0.0462877
0.03125010000000028,0.0462877
0.03203130000000076,0.0523178
0.032812600000000636,0.0503078
0.03359380000000023,0.0462877
0.0343751000000001,0.0503078
0.035156300000000584,0.0523178
0.03593760000000046,0.0503078
0.03671880000000005,0.0523178
0.03750010000000081,0.0543279
0.03828130000000041,0.0543279
0.03906260000000028,0.0563379
0.03984380000000076,0.0543279
0.040625100000000636,0.0523178
0.04140630000000023,0.0543279
0.0421876000000001,0.0523178
0.042968800000000584,0.0563379
0.04375010000000046,0.0543279
0.04453130000000005,0.0523178
0.04531260000000081,0.0482977
0.04609380000000041,0.0482977
0.04687510000000028,0.0523178
0.04765630000000076,0.0482977
0.048437600000000636,0.0523178
0.04921880000000023,0.0543279
0.0500001000000001,0.0503078
0.050781300000000584,0.0402575
0.05156260000000046,0.0503078
0.05234380000000005,0.0422676
0.05312510000000081,0.0563379
0.05390630000000041,0.0503078
0.05468760000000028,0.0523178
0.05546880000000076,0.0462877
0.056250100000000636,0.0462877
0.05703130000000023,0.0462877
0.0578126000000001,0.0503078
0.058593800000000584,0.0482977
0.05937510000000046,0.0523178
0.06015630000000005,0.0482977
0.06093760000000081,0.0543279
0.06171880000000041,0.0543279
0.06250010000000028,0.0503078
0.06328130000000076,0.0462877
0.06406260000000064,0.0543279
0.06484380000000023,0.0482977
0.0656251000000001,0.0543279
0.06640630000000058,0.0482977
0.06718760000000046,0.0563379
