Time,Sensor
0.0,-0.036578203810412206
0.0007813000000007,-0.03665865003662327
0.0015625000000003,-0.03673895567128619
0.0023438000000002,-0.036819082697430484
0.0031250000000007,-0.03689899328453194
0.0039063000000005,-0.03697865012440722
0.0046875000000001,-0.0370580172226334
0.0054688,-0.03713706032568998
0.0062500000000005,-0.03721574698383886
0.0070313000000004,-0.03729404647747778
0.0078125,-0.037371929925793516
0.0085938000000007,-0.037449370668816075
0.0093750000000003,-0.03752634433079391
0.0101563000000002,-0.037602828291631925
0.0109375000000007,-0.03767880111294808
0.0117188000000005,-0.037754242465297114
0.0125000000000001,-0.03782913360211612
0.0132813,-0.03790345806158506
0.0140626000000008,-0.037977202049858855
0.0148438000000004,-0.038050354186854284
0.0156251000000002,-0.03812290475123509
0.0164063000000007,-0.038194844697875395
0.0171876000000006,-0.03826616494880776
0.0179688000000002,-0.038336856322027796
0.0187501000000001,-0.03840690964270767
0.0195313000000005,-0.038476315444730486
0.0203126000000004,-0.038545063626910944
0.0210938,-0.038613143747086694
0.0218751000000008,-0.038680545407540644
0.0226563000000004,-0.03874725809412311
0.0234376000000002,-0.038813271152257744
0.0242188000000007,-0.03887857408201661
0.0250001000000006,-0.03894315656017827
0.0257813000000002,-0.03900700828036098
0.0265626000000001,-0.03907011883896119
0.0273438000000005,-0.03913247766690405
0.0281251000000004,-0.03919407432602625
0.0289063,-0.03925489917009139
0.0296876000000008,-0.03931494359616835
0.0304688000000004,-0.039374199795284115
0.0312501000000002,-0.039432660913260406
0.0320313000000007,-0.03949032162173837
0.0328126000000006,-0.03954717814294414
0.0335938000000002,-0.0396032278192854
0.0343751000000001,-0.03965846909313882
0.0351563000000005,-0.03971290166910579
0.0359376000000004,-0.03976652622110604
0.0367188,-0.039819343963124434
0.0375001000000008,-0.039871356402427345
0.0382813000000004,-0.03992256500197693
0.0390626000000002,-0.03997297070650049
0.0398438000000007,-0.04002257355994677
0.0406251000000006,-0.040071372596512354
0.0414063000000002,-0.04011936605078056
0.0421876000000001,-0.04016655161369999
0.0429688000000005,-0.04021292646113223
0.0437501000000004,-0.04025848705496936
0.0445313,-0.040303228944546646
0.0453126000000008,-0.040347146978262236
0.0460938000000004,-0.040390236016499464
0.0468751000000002,-0.04043249159930361
0.0476563000000007,-0.04047391006780916
0.0484376000000006,-0.04051448836714662
0.0492188000000002,-0.04055422380410322
0.0500001000000001,-0.04059311366844705
0.0507813000000005,-0.04063115526446383
0.0515626000000004,-0.040668346853712026
0.0523438,-0.040704688598082885
0.0531251000000008,-0.04074018259224968
0.0539063000000004,-0.040774832122145346
0.0546876000000002,-0.04080864074156229
0.0554688000000007,-0.04084161194114562
0.0562501000000006,-0.04087374963750578
0.0570313000000002,-0.04090505893590251
